编号,城市,名称,星级,评分,价格,销量,省/市/区,坐标,简介,是否免费,具体地址,星级编码,经度,纬度
114,云南,可邑小镇,1,0.9394038239574446,35.0,0.004111630775556355,云南·红河·弥勒县,"103.373326,24.519569",感受原汁原味的彝族生态文化,0,云南省红河哈尼族彝族自治州弥勒县城22公里（西三镇可邑村）,0.0,103.373326,24.519569
115,云南,傣秀剧场,1,0.8788076479148893,328.0,0.0039060492367785377,云南·西双版纳·景洪市,"100.771566,22.018279",傣秀剧场将传统元素与现代科技高度融合,0,云南省西双版纳景洪市嘎栋工业区融创国际度假区傣秀剧院,0.75,100.771566,22.018279
116,云南,大理古城,1,0.7011357093665588,0.4,0.0039060492367785377,云南·大理·大理市,"100.170462,25.693527",在静谧中悠远，美得不经意却那么沁人心脾,0,云南大理市下关,0.0,100.170462,25.693527
117,云南,珠江源,4,0.7011357093665588,25.0,0.0039060492367785377,云南·曲靖·沾益县,"103.957184,25.905147",天高云淡，尽享大自然的无限风光,0,云南省曲靖市沾益县境内的马雄山麓,0.0,103.957184,25.905147
118,云南,昆明直通车,1,0.7011357093665588,99.0,0.003803258467389628,云南·昆明,"102.668492,25.042577",为您的出行提供方便,0,云南省昆明市,0.0,102.668492,25.042577
119,云南,印象丽江,1,0.7011357093665588,196.0,0.003803258467389628,云南·丽江·玉龙雪山,"100.265002,27.103086",洗涤灵魂的演出盛宴,0,云南省丽江市玉龙县玉龙雪山甘海子蓝月谷剧场,0.0,100.265002,27.103086
120,云南,云花谷,1,0.7011357093665588,15.0,0.003803258467389628,云南·昆明·五华区,"102.699297,25.195885",项目以河谷内自然地貌为底色和骨架，打造云南首 个好看好玩的立体花园，让人们暂离城市的喧嚣，回归淳璞自然，享受高原蓝天花海,0,昆明市五华区西翥街道三多大村,1.0,102.699297,25.195885
121,云南,西双版纳热带动物园,1,0.6970191197872234,39.0,0.0034948861592229022,云南·西双版纳·景洪市,"100.799386,22.002923",热带动植物，浓郁民族风，西双版纳的小缩影,0,云南省西双版纳傣族自治州景洪市,0.5,100.799386,22.002923
122,云南,蓝月谷,5,0.7011357093665588,188.0,0.0034948861592229022,云南·丽江·玉龙雪山,"100.251243,27.131616",撒在玉龙雪山中的蓝宝石,0,云南省丽江市玉龙纳西族自治县15公里处玉龙雪山国家级风景名胜区内,0.0,100.251243,27.131616
123,云南,蝴蝶泉,3,0.6970191197872234,32.0,0.0034948861592229022,云南·大理·大理市,"100.108928,25.913304",蝴蝶泉“三绝”：泉、蝶、树,0,云南省大理白族自治州苍山云弄峰下,0.75,100.108928,25.913304
124,云南,云南寒武纪小镇欢乐大世界·海豚暂养馆（抚仙湖）,1,0.7011357093665588,98.0,0.0034948861592229022,云南·玉溪·澄江县,"102.966621,24.631911",云南寒武纪小镇欢乐大世界是由上海百汇星融投资控股有限公司打造的重点旅游度假项目，该项目位于云南抚仙湖东北岸，集澄江化石博,0,云南玉溪市澄江市右所镇环湖北路9号,0.0,102.966621,24.631911
125,云南,大观楼,4,0.7011357093665588,20.0,0.0034948861592229022,云南·昆明·西山区,"102.680412,25.030081",百年宅倾世之赞，文脉之大观楼,0,云南省昆明市西山区大观路72号,0.0,102.680412,25.030081
126,云南,昆明青龙峡,1,0.6061248557233906,35.0,0.0033920953898339927,云南·昆明·安宁市,"102.378741,25.068699",古藤缠绕，溪流吟唱，一片纯洁的净土,0,云南省昆明安宁市青龙镇青龙峡风景区,0.75,102.378741,25.068699
127,云南,玉龙雪山索道,1,0.7011357093665588,368.0,0.0031865138510561754,云南·丽江·玉龙雪山,"100.25989,27.105602",先进的索道，体验更快捷更安全,0,云南省丽江市玉龙纳西族自治县,0.0,100.25989,27.105602
128,云南,武定狮子山,4,0.7011357093665588,65.0,0.0030837230816672667,云南·楚雄·武定县,"102.385484,25.539995",自然风光秀甲滇中，是西南的一座奇山,0,云南省楚雄彝族自治州武定县,0.0,102.385484,25.539995
129,云南,普洱国家公园犀牛坪,1,0.8788076479148893,118.0,0.0030837230816672667,云南·普洱·思茅区,"101.113741,22.597686",北回归线上稀有的生物资源宝库,0,云南省普洱市思茅区东南38公里太阳河,0.5,101.113741,22.597686
130,云南,挖色镇,1,0.7011357093665588,108.0,0.01859556584135363,云南·大理·洱海,"100.231859,25.829511",白族本土文化发源地之一,0,云南省大理市洱海东岸,0.0,100.231859,25.829511
131,云南,腾冲北海湿地,3,0.5455286796808351,55.0,0.0028781415428894485,云南·保山·腾冲,"98.56517,25.126175",资源丰富的国家湿地保护区,0,云南省保山市腾冲县北海村,0.75,98.56517,25.126175
132,云南,弥勒湖泉酒店半山温泉,1,0.7011357093665588,166.0,0.00277535077350054,云南·红河·弥勒县,"103.410428,24.409664",水质清澈透明、轻滑柔顺,0,云南红河弥勒湖泉酒店半山温泉中心售票处（E座旁边）,0.0,103.410428,24.409664
133,云南,观音峡,4,0.7576152958297787,190.0,0.012437683096057974,云南·丽江·古城区,"100.276078,26.766885",秀丽峡谷风光，古朴纳西风情,0,云南省丽江市东南17公里处的七河乡,1.0,100.276078,26.766885
134,云南,花之城,1,0.8485095598936118,18.9,0.01182093847972452,云南·昆明·盘龙区,"102.795125,25.059343",云南之行，美之一站,0,云南省昆明市盘龙区金瓦路8188号,0.5,102.795125,25.059343
135,内蒙古,响沙湾,5,0.7011357093665588,82.0,0.007914889242945984,内蒙古·鄂尔多斯·达拉特旗,"109.968018,40.249002",跟随骆驼队，踏上一段神秘之旅,0,内蒙古鄂尔多斯市达拉特旗响沙湾景区,0.0,109.968018,40.249002
136,内蒙古,大召寺,3,1.0,34.0,0.006681400010279077,内蒙古·呼和浩特·玉泉区,"111.660429,40.80594",霸气侧漏皇上住过地方果然不一样,0,内蒙古呼和浩特市玉泉区大召前街大召寺,0.0,111.660429,40.80594
137,内蒙古,腾格里沙漠,1,0.7011357093665588,3.0,0.0045227938531119906,内蒙古·阿拉善盟·阿拉善左旗,"104.968104,37.600763",大漠浩瀚，苍凉雄浑，千里起伏连绵的沙丘,0,内蒙古自治区阿拉善盟阿拉善左旗,0.75,104.968104,37.600763
138,内蒙古,希拉穆仁草原,1,0.6667210317659457,140.0,0.0030837230816672667,内蒙古·包头·达尔罕旗,"111.235959,41.329536",绿草如茵，鲜花遍地，景色使人如痴如醉,0,内蒙古包头市达尔罕茂明安联合旗东南部,0.75,111.235959,41.329536
139,内蒙古,鄂尔多斯野生动物园,4,0.7011357093665588,120.0,0.002980932312278357,内蒙古·鄂尔多斯·东胜区,"109.897155,39.845437",春天带孩子与小动物们亲密接触吧,0,内蒙古鄂尔多斯东胜铁西区三园路1号,0.0,109.897155,39.845437
140,内蒙古,五当召,4,0.7011357093665588,54.9,0.002466978465333813,内蒙古·包头·石拐区,"110.320996,40.797434",气势雄伟，富现堂皇，有小布达拉宫之称,0,内蒙古省包头石拐区青五线五当沟,0.0,110.320996,40.797434
141,内蒙古,腾格里沙漠营地,1,0.5758267677021128,80.0,0.0023641876959449044,内蒙古·阿拉善盟·阿拉善左旗,"104.914478,37.62182",腾格里沙漠营地位于腾格里沙漠境内，气候极度干燥，景色可与摩洛哥相媲美。在这里，你可以在腾格沙漠里骑骆驼、玩越野车冲沙、沙,0,内蒙古自治区阿拉善盟阿拉善左旗水稍子生态旅游区向西1000米,0.0,104.914478,37.62182
142,内蒙古,包头海洋世界,1,0.7576152958297787,158.0,0.0019530246183892686,内蒙古·包头·青山区,"109.86668,40.664787",一座风格独特的海洋主题游乐馆,0,内蒙古自治区包头市青山区钢铁大街7号正翔国际广场海洋世界,0.5,109.86668,40.664787
143,内蒙古,室韦俄罗斯民族乡,1,0.7011357093665588,450.0,0.0018502338490003598,内蒙古·呼伦贝尔·额尔古纳市,"119.937861,50.822025",蒙古族祖先——蒙兀室韦部落的发祥地,0,内蒙古呼伦贝尔额尔古纳市中俄边界的额尔古纳河边,0.5,119.937861,50.822025
144,内蒙古,库布其沙漠,3,0.7011357093665588,28.0,0.001644652310222542,内蒙古·鄂尔多斯·达拉特旗,"109.89159,40.323151",让您与大自然亲近，让探险之梦成真,0,内蒙古鄂尔多斯市展旦召,0.0,109.89159,40.323151
145,内蒙古,蒙亮民族风情园,3,1.0,108.0,0.0015418615408336331,内蒙古·呼和浩特·玉泉区,"111.657615,40.823487",民族工艺品生产,0,内蒙古呼和浩特市玉泉区新华西街299号,0.5,111.657615,40.823487
146,内蒙古,红格尔敖包景区,1,0.5758267677021128,106.0,0.0014390707714447243,内蒙古·包头·达尔罕旗,"111.200184,41.405805",置身成吉思汗时期战火硝烟的感觉,0,内蒙古包头达尔罕茂明安联合旗希拉穆仁草原,0.75,111.200184,41.405805
147,内蒙古,辉腾锡勒草原,3,0.7011357093665588,218.0,0.0013362800020558154,内蒙古·乌兰察布·察哈尔右翼中旗,"112.47071,41.428507",格调苍茫雄浑，色彩明媚清秀，甚为壮观,0,内蒙古省乌兰察布察哈尔右翼中旗,1.0,112.47071,41.428507
148,内蒙古,鄂尔多斯草原旅游区,4,0.6061248557233906,9.0,0.0013362800020558154,内蒙古·鄂尔多斯·杭锦旗,"108.634832,39.817608",鄂尔多斯草原，因你而美,0,内蒙古鄂尔多斯杭锦旗锡尼镇西南9公里处,0.75,108.634832,39.817608
149,内蒙古,成吉思汗陵,5,0.7011357093665588,90.0,0.0009251169245001799,内蒙古·鄂尔多斯·伊金霍洛旗,"109.793039,39.376552",世界蒙古民族心灵胜地,0,内蒙古鄂尔多斯市伊金霍洛旗伊金霍洛镇,0.0,109.793039,39.376552
150,内蒙古,美岱召,4,0.6364229437446681,28.0,0.000822326155111271,内蒙古·包头·土默特右旗,"110.716041,40.610486",是一座“城寺结合，人佛共居”的喇嘛庙,0,内蒙古自治区包头市土默特右旗美岱召镇110国道北面,0.75,110.716041,40.610486
151,内蒙古,万家惠欢乐水世界,1,0.5758267677021128,95.0,0.0007195353857223621,内蒙古·鄂尔多斯·万家惠欢乐世界,"109.950485,39.850945",万家惠欢乐世界位于鄂尔多斯市东胜区铁西万家惠，是国家4A级旅游景区，是集休闲、度假、娱乐、旅游、文化、商业于一体的大型综,0,鄂尔多斯市东胜区永昌路47号万家惠欢乐世界,0.5,109.950485,39.850945
152,内蒙古,玉龙沙湖,4,0.7011357093665588,75.0,0.0007195353857223621,内蒙古·赤峰·翁牛特旗,"119.039915,43.041299",有“八百里瀚海”之称,0,内蒙古赤峰市翁牛特旗乌丹镇布日敦嘎查境内,0.0,119.039915,43.041299
153,内蒙古,梅力更,3,0.7011357093665588,1.3,0.0007195353857223621,内蒙古·包头·九原区,"109.4542,40.671363",远离城市喧嚣的天然氧吧,0,内蒙古省包头市梅力更沟110国道724公里处,0.75,109.4542,40.671363
154,内蒙古,莫尼山非遗小镇,1,0.7011357093665588,48.0,0.0006167446163334533,内蒙古·呼和浩特,"111.58584220304894,40.90893701414145",,0,104省道呼武路段,0.75,111.58584220304894,40.90893701414145
155,内蒙古,神泉生态旅游景区,4,0.7011357093665588,120.0,0.0005139538469445444,内蒙古·呼和浩特·托克托县,"111.224949,40.192416",九曲黄河十八弯，塞北大漠游神泉,0,内蒙古呼和浩特市托克托县旧城郝家窑村,0.0,111.224949,40.192416
156,内蒙古,蒙古源流旅游区,4,0.7011357093665588,90.0,0.0004111630775556355,内蒙古·鄂尔多斯·伊金霍洛旗,"109.756778,39.507376",蒙古源流文化产业园区坐落于一代天骄成吉思汗陵所在地——鄂尔多斯伊金霍洛旗，位于“呼包鄂”金三角和“蒙晋陕宁”四省的交汇处,0,内蒙古鄂尔多斯伊金霍洛旗蒙古源流文化产业园区,0.0,109.756778,39.507376
157,内蒙古,希拉穆仁草原花海,1,0.7011357093665588,150.0,0.00030837230816672663,内蒙古·包头·达尔罕旗,"111.151103,41.336216",体会独特浓郁的蒙古民族文化风情,0,内蒙古自治区包头市达尔罕茂明安联合旗东南部希拉穆仁镇,0.0,111.151103,41.336216
158,内蒙古,乌兰哈达火山地质公园,1,0.7011357093665588,200.0,0.00020558153877781775,内蒙古·乌兰察布,"113.138106,41.609541",内蒙古乌兰哈达火山地质公园位于内蒙古自治区乌兰察布市察右后旗乌兰哈达苏木境内， 距北京仅380公里，公园面积65.9平方,0,内蒙古自治区乌兰察布市察哈尔右翼后旗,1.0,113.138106,41.609541
159,内蒙古,西部梦幻峡谷,1,0.5455286796808351,58.0,0.00020558153877781775,内蒙古·阿拉善盟·阿拉善左旗,"106.223699,40.456089",西部梦幻峡谷位于敖伦布拉格镇西北向26公里处，它全长5公里，高度约20--30米左右，这里是典型的早期水流形成的丹霞地貌,0,内蒙古阿拉善左旗敖伦布拉格镇阴山余脉中,0.75,106.223699,40.456089
160,内蒙古,库伦银沙湾,5,0.7011357093665588,108.0,0.00010279076938890888,内蒙古·通辽·库伦旗,"121.633213,42.852563",沙漠探险、民族风情,0,内蒙古自治区通辽市库伦旗库伦镇道老都嘎查路北银沙湾路1号,0.0,121.633213,42.852563
161,内蒙古,七星湖沙漠风景区,4,0.5758267677021128,70.0,0.00010279076938890888,内蒙古·鄂尔多斯·杭锦旗,"108.353845,40.706882",湖水旖旎，水波不惊,0,内蒙古省鄂尔多斯市杭锦旗独贵塔拉镇,0.75,108.353845,40.706882
162,内蒙古,林胡古塞,1,1.0,88.0,0.00010279076938890888,内蒙古·乌兰察布·卓资县,"112.333073,40.779697",山水休闲旅游目的地,0,内蒙古乌兰察布市卓资县大榆树乡,1.0,112.333073,40.779697
163,内蒙古,辉腾锡勒（黄花沟）草原旅游区,4,0.7011357093665588,130.0,0.00010279076938890888,内蒙古·乌兰察布·察哈尔右翼中旗,"112.549465,41.150495",牛羊游动，牧歌撩亮，堪称塞外江南,0,内蒙古乌兰察布察哈尔右翼中旗辉腾锡勒草原,0.0,112.549465,41.150495
164,内蒙古,成吉思汗陵旅游景区,5,0.7011357093665588,0.8,0.00010279076938890888,内蒙古·鄂尔多斯·伊金霍洛旗,"109.832426,39.369384",真实再现成吉思汗率军出征实景的大型军阵,0,内蒙古省鄂尔多斯市伊金霍洛旗伊金霍洛镇,0.75,109.832426,39.369384
165,内蒙古,碧海云天(中山西路店）,1,0.7011357093665588,139.0,0.00010279076938890888,内蒙古·呼和浩特·回民区,"111.663508,40.814308",沐浴主题连锁会馆,0,内蒙古自治区呼和浩特市中山西路40号,0.0,111.663508,40.814308
166,内蒙古,二连浩特国家地质公园,4,0.7011357093665588,47.0,0.0,内蒙古·锡林郭勒盟·二连浩特,"112.02525,43.728264",恐龙化石群遗迹为主体景观的国家地质公园,0,内蒙古锡林郭勒盟二连浩特市市区东北9公里处,0.0,112.02525,43.728264
167,内蒙古,呼伦贝尔民族博物馆,1,0.7011357093665588,200.0,0.0,内蒙古·呼伦贝尔·海拉尔区,"119.772346,49.218762",原始时代的呼伦贝尔,0,内蒙古呼伦贝尔市海拉尔区,0.0,119.772346,49.218762
168,内蒙古,金本道汤泉,1,0.7011357093665588,29.9,0.0,内蒙古·呼和浩特·赛罕区,"111.72081,40.820235",健康、养生、时尚的汗蒸汤泉,0,内蒙古呼和浩特市赛罕区东影南路半亩地后边,0.0,111.72081,40.820235
169,内蒙古,青水瓦台汤泉（中山店）,1,0.7011357093665588,49.0,0.0,内蒙古·呼和浩特·回民区,"111.669821,40.817123","汤泉内洗浴设施：竹炭房、玉石房、盐房、汗蒸房、桑拿房、浴池；

休闲设施：儿童游乐场、网吧、客房、图书馆、按摩房、休息厅",0,呼和浩特市回民区中山西路富邦商厦3楼,0.0,111.669821,40.817123
